Nombre;Particion;Capacidad;Consumido;Libre;PorcentajeLibre
integrainter10;/opt;4.086;1.930;2.156;52
integrainter10;/tmp;3.062;58;3.004;98
integrainter10;/home/jboss;40.942;3.019;37.923;92
integrainter10;/home;4.086;1.123;2.963;72
integrainter10;/var/log/audit;3.062;90;2.972;97
integrainter10;/boot;1.014;348;666;65
integrainter10;/;8.182;4.778;3.404;41
integrainter10;/var;22.518;6.641;15.877;70
integrainter10;/var/log;5.110;1.955;3.155;61
integrainter11;/;8.182;4.778;3.404;41
integrainter11;/var;22.518;6.651;15.867;70
integrainter11;/opt;4.086;1.920;2.166;53
integrainter11;/tmp;3.062;58;3.004;98
integrainter11;/boot;1.014;348;666;65
integrainter11;/home/jboss;40.942;3.047;37.895;92
integrainter11;/home;4.086;1.177;2.909;71
integrainter11;/var/log;5.110;1.932;3.178;62
integrainter11;/var/log/audit;3.062;88;2.974;97
integrainter12;/boot;1.014;348;666;65
integrainter12;/;8.182;4.778;3.404;41
integrainter12;/var;22.518;6.650;15.868;70
integrainter12;/home;4.086;642;3.444;84
integrainter12;/tmp;3.062;58;3.004;98
integrainter12;/var/log/audit;3.062;89;2.973;97
integrainter12;/opt;4.086;1.929;2.157;52
integrainter12;/home/jboss;40.942;2.952;37.990;92
integrainter12;/var/log;5.110;1.935;3.175;62
integrainter13;/opt;4.086;1.936;2.150;52
integrainter13;/home;4.086;1.114;2.972;72
integrainter13;/home/jboss;40.942;2.836;38.106;93
integrainter13;/boot;1.014;348;666;65
integrainter13;/var/log/audit;3.062;87;2.975;97
integrainter13;/var;22.518;6.648;15.870;70
integrainter13;/var/log;5.110;1.933;3.177;62
integrainter13;/;8.182;4.778;3.404;41
integrainter13;/tmp;3.062;58;3.004;98
internet02;/home/jboss;40.942;11.443;29.499;72
internet02;/opt;4.086;447;3.639;89
internet02;/;8.182;5.057;3.125;38
internet02;/boot;1.014;345;669;66
internet02;/var/log/audit;3.062;89;2.973;97
internet02;/home;4.086;152;3.934;96
internet02;/var;20.470;2.022;18.448;90
internet02;/tmp;3.062;1.421;1.641;53
internet02;/var/log;5.110;2.162;2.948;57
internet03;/opt;4.086;447;3.639;89
internet03;/boot;1.014;344;670;66
internet03;/home;4.086;157;3.929;96
internet03;/home/jboss;40.942;9.269;31.673;77
internet03;/tmp;3.062;54;3.008;98
internet03;/;8.182;4.600;3.582;43
internet03;/var/log/audit;3.062;94;2.968;96
internet03;/var/log;5.110;1.468;3.642;71
internet03;/var;20.470;1.835;18.635;91
internet04;/var;20.470;1.822;18.648;91
internet04;/tmp;3.062;155;2.907;94
internet04;/;8.182;4.777;3.405;41
internet04;/home;4.086;127;3.959;96
internet04;/var/log/audit;3.062;91;2.971;97
internet04;/home/jboss;40.942;8.370;32.572;79
internet04;/boot;1.014;345;669;66
internet04;/var/log;5.110;1.750;3.360;65
internet04;/opt;4.086;447;3.639;89
internet05;/var;20.470;1.828;18.642;91
internet05;/home/jboss;40.942;8.891;32.051;78
internet05;/opt;4.086;447;3.639;89
internet05;/var/log;5.110;1.969;3.141;61
internet05;/;8.182;4.777;3.405;41
internet05;/var/log/audit;3.062;90;2.972;97
internet05;/boot;1.014;345;669;66
internet05;/tmp;3.062;155;2.907;94
internet05;/home;4.086;590;3.496;85
internet06;/var/log;5.110;1.865;3.245;63
internet06;/boot;1.014;345;669;66
internet06;/var;20.470;1.810;18.660;91
internet06;/var/log/audit;3.062;92;2.970;97
internet06;/tmp;3.062;59;3.003;98
internet06;/opt;4.086;447;3.639;89
internet06;/;8.182;4.777;3.405;41
internet06;/home/jboss;40.942;8.858;32.084;78
internet06;/home;4.086;62;4.024;98
internet07;/var;20.470;970;19.500;95
internet07;/var/log/audit;3.062;89;2.973;97
internet07;/boot;1.014;345;669;66
internet07;/home;4.086;254;3.832;93
internet07;/home/jboss;40.942;1.380;39.562;96
internet07;/var/log;5.110;1.760;3.350;65
internet07;/tmp;3.062;54;3.008;98
internet07;/opt;4.086;447;3.639;89
internet07;/;8.182;4.772;3.410;41
internet08;/home;4.086;78;4.008;98
internet08;/var;20.470;14.344;6.126;29
internet08;/opt;4.086;447;3.639;89
internet08;/;8.182;4.503;3.679;44
internet08;/var/log;5.110;1.759;3.351;65
internet08;/tmp;3.062;54;3.008;98
internet08;/var/log/audit;3.062;93;2.969;96
internet08;/home/jboss;40.942;6.612;34.330;83
internet08;/boot;1.014;345;669;66
internet09;/tmp;3.062;60;3.002;98
internet09;/home;4.086;211;3.875;94
internet09;/boot;1.014;345;669;66
internet09;/home/jboss;40.942;6.683;34.259;83
internet09;/var/log;5.110;1.483;3.627;70
internet09;/;8.182;4.990;3.192;39
internet09;/var;20.470;1.840;18.630;91
internet09;/var/log/audit;3.062;93;2.969;96
internet09;/opt;4.086;447;3.639;89
internet10;/var;20.470;1.847;18.623;90
internet10;/opt;4.086;447;3.639;89
internet10;/;8.182;4.817;3.365;41
internet10;/home/jboss;40.942;4.304;36.638;89
internet10;/var/log;5.110;1.481;3.629;71
internet10;/var/log/audit;3.062;87;2.975;97
internet10;/tmp;3.062;60;3.002;98
internet10;/home;4.086;169;3.917;95
internet10;/boot;1.014;345;669;66
internet11;/tmp;3.062;55;3.007;98
internet11;/home;4.086;161;3.925;96
internet11;/var/log;5.110;1.576;3.534;69
internet11;/opt;4.086;447;3.639;89
internet11;/home/jboss;40.942;4.430;36.512;89
internet11;/boot;1.014;345;669;66
internet11;/;8.182;4.816;3.366;41
internet11;/var/log/audit;3.062;92;2.970;97
internet11;/var;20.470;1.840;18.630;91
internet12;/boot;1.014;345;669;66
internet12;/home;4.086;62;4.024;98
internet12;/;8.182;4.777;3.405;41
internet12;/opt;4.086;447;3.639;89
internet12;/home/jboss;40.942;8.751;32.191;78
internet12;/var/log/audit;3.062;88;2.974;97
internet12;/tmp;3.062;59;3.003;98
internet12;/var;20.470;1.824;18.646;91
internet12;/var/log;5.110;1.765;3.345;65
internet13;/home/jboss;40.942;6.162;34.780;84
internet13;/tmp;3.062;60;3.002;98
internet13;/boot;1.014;345;669;66
internet13;/;8.182;4.542;3.640;44
internet13;/home;4.086;133;3.953;96
internet13;/opt;4.086;447;3.639;89
internet13;/var;20.470;1.865;18.605;90
internet13;/var/log/audit;3.062;87;2.975;97
internet13;/var/log;9.202;2.127;7.075;76
internet14;/;8.182;4.565;3.617;44
internet14;/var/log/audit;3.062;90;2.972;97
internet14;/home/jboss;40.942;1.292;39.650;96
internet14;/boot;1.014;345;669;66
internet14;/var;20.470;1.889;18.581;90
internet14;/var/log;5.110;1.490;3.620;70
internet14;/tmp;3.062;125;2.937;95
internet14;/opt;4.086;447;3.639;89
internet14;/home;4.086;72;4.014;98
internet15;/var;20.470;1.891;18.579;90
internet15;/;8.182;4.565;3.617;44
internet15;/home/jboss;40.942;1.304;39.638;96
internet15;/home;4.086;72;4.014;98
internet15;/var/log/audit;3.062;92;2.970;97
internet15;/boot;1.014;345;669;66
internet15;/var/log;5.110;1.463;3.647;71
internet15;/opt;4.086;447;3.639;89
internet15;/tmp;3.062;125;2.937;95
internet16;/var/log/audit;3.062;87;2.975;97
internet16;/;8.182;4.845;3.337;40
internet16;/home;4.086;227;3.859;94
internet16;/tmp;3.062;129;2.933;95
internet16;/boot;1.014;345;669;66
internet16;/opt;4.086;447;3.639;89
internet16;/home/jboss;40.942;3.242;37.700;92
internet16;/var;20.470;999;19.471;95
internet16;/var/log;5.110;1.691;3.419;66
internet17;/var/log/audit;3.062;87;2.975;97
internet17;/var;20.470;1.892;18.578;90
internet17;/home/jboss;40.942;3.451;37.491;91
internet17;/boot;1.014;345;669;66
internet17;/tmp;3.062;56;3.006;98
internet17;/opt;4.086;447;3.639;89
internet17;/home;4.086;184;3.902;95
internet17;/;8.182;4.817;3.365;41
internet17;/var/log;5.110;1.507;3.603;70
internet18;/var/log/audit;3.062;88;2.974;97
internet18;/;8.182;4.565;3.617;44
internet18;/boot;1.014;345;669;66
internet18;/tmp;3.062;54;3.008;98
internet18;/var/log;5.110;1.899;3.211;62
internet18;/home;4.086;79;4.007;98
internet18;/opt;4.086;447;3.639;89
internet18;/var;20.470;1.831;18.639;91
internet18;/home/jboss;40.942;1.767;39.175;95
internet19;/;8.182;4.565;3.617;44
internet19;/boot;1.014;345;669;66
internet19;/home;4.086;236;3.850;94
internet19;/opt;4.086;447;3.639;89
internet19;/tmp;3.062;54;3.008;98
internet19;/home/jboss;40.942;1.355;39.587;96
internet19;/var;20.470;1.838;18.632;91
internet19;/var/log/audit;3.062;90;2.972;97
internet19;/var/log;5.110;1.912;3.198;62
internet20;/home;4.086;143;3.943;96
internet20;/;8.182;4.778;3.404;41
internet20;/boot;1.014;345;669;66
internet20;/opt;4.086;1.950;2.136;52
internet20;/var;20.470;1.864;18.606;90
internet20;/var/log;5.110;1.678;3.432;67
internet20;/home/jboss;40.942;8.265;32.677;79
internet20;/var/log/audit;3.062;88;2.974;97
internet20;/tmp;3.062;59;3.003;98
internet21;/var/log/audit;3.062;92;2.970;97
internet21;/;8.182;4.778;3.404;41
internet21;/boot;1.014;345;669;66
internet21;/var/log;5.110;1.681;3.429;67
internet21;/home/jboss;40.942;6.282;34.660;84
internet21;/var;20.470;4.239;16.231;79
internet21;/home;4.086;711;3.375;82
internet21;/opt;4.086;1.955;2.131;52
internet21;/tmp;3.062;60;3.002;98
internet23;/;8.182;4.783;3.399;41
internet23;/home/jboss;40.942;11.252;29.690;72
internet23;/boot;1.014;344;670;66
internet23;/var/log;5.110;1.890;3.220;63
internet23;/var;16.374;1.828;14.546;88
internet23;/home;4.086;70;4.016;98
internet23;/tmp;3.062;54;3.008;98
internet23;/var/log/audit;3.062;93;2.969;96
internet23;/opt;4.086;447;3.639;89
internet24;/opt;4.086;447;3.639;89
internet24;/boot;1.014;345;669;66
internet24;/var;20.470;1.846;18.624;90
internet24;/var/log;5.110;1.860;3.250;63
internet24;/home;4.086;62;4.024;98
internet24;/tmp;3.062;54;3.008;98
internet24;/;8.182;4.565;3.617;44
internet24;/var/log/audit;3.062;90;2.972;97
internet24;/home/jboss;40.942;1.041;39.901;97
internet25;/;8.182;4.565;3.617;44
internet25;/boot;1.014;345;669;66
internet25;/tmp;6.134;260;5.874;95
internet25;/home;4.086;2.168;1.918;46
internet25;/home/jboss;40.942;10.230;30.712;75
internet25;/opt;4.086;447;3.639;89
internet25;/var;23.542;4.153;19.389;82
internet25;/varios/rig;30.710;428;30.282;98
internet25;/var/log/audit;3.062;92;2.970;97
internet25;/var/log;5.110;1.701;3.409;66
internet26;/tmp;3.062;59;3.003;98
internet26;/boot;1.014;345;669;66
internet26;/;8.182;4.565;3.617;44
internet26;/var;20.470;1.884;18.586;90
internet26;/home;4.086;738;3.348;81
internet26;/opt;4.086;1.625;2.461;60
internet26;/home/jboss;40.942;15.459;25.483;62
internet26;/var/log;5.110;1.705;3.405;66
internet26;/var/log/audit;3.062;88;2.974;97
internet27;/;8.182;4.565;3.617;44
internet27;/home/jboss;40.942;11.856;29.086;71
internet27;/tmp;3.062;63;2.999;97
internet27;/opt;4.086;1.924;2.162;52
internet27;/boot;1.014;345;669;66
internet27;/var/log/audit;3.062;91;2.971;97
internet27;/home;4.086;102;3.984;97
internet27;/var/log;5.110;1.662;3.448;67
internet27;/var;20.470;1.894;18.576;90
internet28;/tmp;3.062;59;3.003;98
internet28;/home;4.086;62;4.024;98
internet28;/home/jboss;40.942;8.412;32.530;79
internet28;/boot;1.014;345;669;66
internet28;/var;20.470;1.810;18.660;91
internet28;/opt;4.086;447;3.639;89
internet28;/var/log;5.110;1.591;3.519;68
internet28;/;8.182;4.777;3.405;41
internet28;/var/log/audit;3.062;90;2.972;97
internet29;/;8.182;4.777;3.405;41
internet29;/tmp;3.062;59;3.003;98
internet29;/home;4.086;62;4.024;98
internet29;/var/log;5.110;1.590;3.520;68
internet29;/var/log/audit;3.062;87;2.975;97
internet29;/opt;4.086;447;3.639;89
internet29;/var;20.470;1.811;18.659;91
internet29;/boot;1.014;345;669;66
internet29;/home/jboss;40.942;7.947;32.995;80
internet30;/var/log/audit;3.062;90;2.972;97
internet30;/home/jboss;40.942;1.163;39.779;97
internet30;/var/log;5.110;1.513;3.597;70
internet30;/boot;1.014;345;669;66
internet30;/var;20.470;3.523;16.947;82
internet30;/opt;4.086;447;3.639;89
internet30;/home;4.086;77;4.009;98
internet30;/tmp;3.062;54;3.008;98
internet30;/;8.182;4.565;3.617;44
internet31;/var/log/audit;3.062;87;2.975;97
internet31;/var/log;5.110;1.682;3.428;67
internet31;/home/jboss;40.942;1.211;39.731;97
internet31;/tmp;3.062;54;3.008;98
internet31;/;8.182;4.565;3.617;44
internet31;/opt;4.086;447;3.639;89
internet31;/boot;1.014;345;669;66
internet31;/home;4.086;71;4.015;98
internet31;/var;20.470;3.424;17.046;83
internet32;/;8.182;4.613;3.569;43
internet32;/home/jboss;40.942;20.359;20.583;50
internet32;/home;4.086;63;4.023;98
internet32;/tmp;3.062;59;3.003;98
internet32;/boot;1.014;345;669;66
internet32;/opt;4.086;1.932;2.154;52
internet32;/var;20.470;1.072;19.398;94
internet32;/var/log/audit;3.062;92;2.970;97
internet32;/var/log;5.110;1.753;3.357;65
internet33;/home/jboss;40.942;3.966;36.976;90
internet33;/var/log/audit;3.062;90;2.972;97
internet33;/home;4.086;66;4.020;98
internet33;/var/log;5.110;1.870;3.240;63
internet33;/;8.182;4.565;3.617;44
internet33;/boot;1.014;345;669;66
internet33;/tmp;3.062;54;3.008;98
internet33;/var;20.470;1.823;18.647;91
internet33;/opt;4.086;447;3.639;89
internet34;/;8.182;4.565;3.617;44
internet34;/boot;1.014;345;669;66
internet34;/var;20.470;3.519;16.951;82
internet34;/var/log;5.110;2.107;3.003;58
internet34;/home;4.086;699;3.387;82
internet34;/home/jboss;40.942;2.296;38.646;94
internet34;/var/log/audit;3.062;94;2.968;96
internet34;/opt;4.086;447;3.639;89
internet34;/tmp;3.062;54;3.008;98
internet35;/;8.182;4.565;3.617;44
internet35;/home;4.086;673;3.413;83
internet35;/boot;1.014;341;673;66
internet35;/opt;4.086;447;3.639;89
internet35;/home/jboss;40.942;3.252;37.690;92
internet35;/var;20.470;3.469;17.001;83
internet35;/var/log;5.110;1.590;3.520;68
internet35;/tmp;3.062;54;3.008;98
internet35;/var/log/audit;3.062;91;2.971;97
internet36;/;8.182;4.565;3.617;44
internet36;/var/log;5.110;1.598;3.512;68
internet36;/home/jboss;40.942;3.284;37.658;91
internet36;/var;20.470;1.836;18.634;91
internet36;/home;4.086;62;4.024;98
internet36;/tmp;3.062;54;3.008;98
internet36;/opt;4.086;447;3.639;89
internet36;/boot;1.014;345;669;66
internet36;/var/log/audit;3.062;90;2.972;97
internet37;/var/log;5.110;4.748;362;7
internet37;/var/log/audit;3.062;92;2.970;97
internet37;/tmp;3.062;57;3.005;98
internet37;/home;4.086;181;3.905;95
internet37;/boot;1.014;345;669;66
internet37;/home/jboss;40.942;4.088;36.854;90
internet37;/opt;4.086;1.971;2.115;51
internet37;/var;6.134;3.347;2.787;45
internet37;/;8.182;4.886;3.296;40
internet38;/home/jboss;40.942;4.348;36.594;89
internet38;/;8.182;4.885;3.297;40
internet38;/boot;1.014;345;669;66
internet38;/var/log/audit;3.062;93;2.969;96
internet38;/var/log;5.110;1.806;3.304;64
internet38;/opt;4.086;1.962;2.124;51
internet38;/home;4.086;181;3.905;95
internet38;/tmp;3.062;57;3.005;98
internet38;/var;6.134;3.256;2.878;46
internet39;/var;6.134;3.288;2.846;46
internet39;/home/jboss;40.942;1.187;39.755;97
internet39;/opt;4.086;447;3.639;89
internet39;/;8.182;4.885;3.297;40
internet39;/boot;1.014;439;575;56
internet39;/var/log/audit;3.062;88;2.974;97
internet39;/tmp;3.062;54;3.008;98
internet39;/var/log;5.110;2.417;2.693;52
internet39;/home;4.086;64;4.022;98
internet40;/var/log;5.110;1.467;3.643;71
internet40;/var;6.134;2.008;4.126;67
internet40;/boot;1.014;344;670;66
internet40;/var/log/audit;3.062;87;2.975;97
internet40;/home;4.086;279;3.807;93
internet40;/tmp;3.062;54;3.008;98
internet40;/home/jboss;40.942;1.684;39.258;95
internet40;/opt;4.086;447;3.639;89
internet40;/;8.182;5.276;2.906;35
internet41;/var/log/audit;3.062;87;2.975;97
internet41;/home/jboss;40.942;3.487;37.455;91
internet41;/tmp;3.062;54;3.008;98
internet41;/var;6.134;2.308;3.826;62
internet41;/;8.182;4.774;3.408;41
internet41;/boot;1.014;247;767;75
internet41;/opt;4.086;761;3.325;81
internet41;/home;4.086;269;3.817;93
internet41;/var/log;5.110;876;4.234;82
internet42;/;8.182;5.056;3.126;38
internet42;/tmp;3.062;55;3.007;98
internet42;/boot;1.014;247;767;75
internet42;/opt;4.086;447;3.639;89
internet42;/var;15.350;1.178;14.172;92
internet42;/home;4.086;282;3.804;93
internet42;/home/jboss;40.942;2.515;38.427;93
internet42;/var/log;5.110;780;4.330;84
internet42;/var/log/audit;3.062;91;2.971;97
internet43;/var/log;5.110;1.157;3.953;77
internet43;/home;4.086;283;3.803;93
internet43;/var;15.350;1.193;14.157;92
internet43;/home/jboss;40.942;2.637;38.305;93
internet43;/opt;4.086;447;3.639;89
internet43;/var/log/audit;3.062;92;2.970;97
internet43;/tmp;3.062;621;2.441;79
internet43;/boot;1.014;247;767;75
internet43;/;8.182;5.186;2.996;36
internet44;/var/log;5.110;862;4.248;83
internet44;/var;15.350;1.184;14.166;92
internet44;/var/log/audit;3.062;91;2.971;97
internet44;/home/jboss;40.942;2.753;38.189;93
internet44;/opt;4.086;447;3.639;89
internet44;/boot;1.014;247;767;75
internet44;/tmp;3.062;54;3.008;98
internet44;/home;4.086;243;3.843;94
internet44;/;8.182;5.056;3.126;38
internet45;/;8.182;4.860;3.322;40
internet45;/home;4.086;169;3.917;95
internet45;/tmp;3.062;54;3.008;98
internet45;/home/jboss;40.942;352;40.590;99
internet45;/opt;4.086;447;3.639;89
internet45;/var/log/audit;3.062;89;2.973;97
internet45;/var;15.350;1.118;14.232;92
internet45;/boot;1.014;245;769;75
internet45;/var/log;5.110;1.438;3.672;71
internetsso01;/;10.230;3.678;6.552;64
internetsso01;/tmp;4.086;61;4.025;98
internetsso01;/varios;6.134;76;6.058;98
internetsso01;/home;3.062;90;2.972;97
internetsso01;/boot;1.014;321;693;68
internetsso01;/home/jboss;40.940;1.984;38.956;95
internetsso01;/var;14.326;1.671;12.655;88
internetsso01;/var/log/audit;2.038;87;1.951;95
internetsso01;/var/log;2.038;509;1.529;75
internetsso02;/varios;6.134;76;6.058;98
internetsso02;/;10.230;3.672;6.558;64
internetsso02;/home;3.062;84;2.978;97
internetsso02;/var/log/audit;2.038;82;1.956;95
internetsso02;/var/log;2.038;525;1.513;74
internetsso02;/boot;1.014;321;693;68
internetsso02;/var;14.326;1.682;12.644;88
internetsso02;/home/jboss;40.940;1.846;39.094;95
internetsso02;/tmp;4.086;61;4.025;98
internetsso03;/var/log;2.038;505;1.533;75
internetsso03;/varios;6.134;76;6.058;98
internetsso03;/boot;1.014;321;693;68
internetsso03;/var;14.326;1.666;12.660;88
internetsso03;/;10.230;3.669;6.561;64
internetsso03;/home;3.062;64;2.998;97
internetsso03;/tmp;4.086;61;4.025;98
internetsso03;/var/log/audit;2.038;84;1.954;95
internetsso03;/home/jboss;40.940;1.748;39.192;95
internetsso04;/;10.230;3.670;6.560;64
internetsso04;/var/log;2.038;512;1.526;74
internetsso04;/varios;6.134;76;6.058;98
internetsso04;/var/log/audit;2.038;86;1.952;95
internetsso04;/tmp;4.086;61;4.025;98
internetsso04;/boot;1.014;321;693;68
internetsso04;/home/jboss;40.940;1.752;39.188;95
internetsso04;/home;3.062;65;2.997;97
internetsso04;/var;14.326;917;13.409;93
internetsso05;/tmp;4.086;61;4.025;98
internetsso05;/var/log;2.038;513;1.525;74
internetsso05;/boot;1.014;321;693;68
internetsso05;/;10.230;3.673;6.557;64
internetsso05;/home;3.062;79;2.983;97
internetsso05;/var;14.326;2.220;12.106;84
internetsso05;/var/log/audit;2.038;87;1.951;95
internetsso05;/home/jboss;40.940;2.030;38.910;95
internetsso05;/varios;6.134;76;6.058;98
internetsso06;/var;14.326;1.652;12.674;88
internetsso06;/var/log;2.038;513;1.525;74
internetsso06;/tmp;4.086;61;4.025;98
internetsso06;/boot;1.014;321;693;68
internetsso06;/varios;16.374;147;16.227;99
internetsso06;/var/log/audit;2.038;81;1.957;96
internetsso06;/home/jboss;40.940;1.972;38.968;95
internetsso06;/home;3.062;65;2.997;97
internetsso06;/;10.230;3.670;6.560;64
portal;/var/log/audit;3.062;87;2.975;97
portal;/home;4.086;149;3.937;96
portal;/;8.182;3.707;4.475;54
portal;/home/jboss;40.942;3.139;37.803;92
portal;/var;16.374;1.339;15.035;91
portal;/var/log;5.110;2.439;2.671;52
portal;/tmp;3.062;54;3.008;98
portal;/opt;4.086;447;3.639;89
portal;/boot;1.014;240;774;76
rhssoapp01;/home/jboss;40.942;1.199;39.743;97
rhssoapp01;/boot;1.014;345;669;66
rhssoapp01;/home;4.086;290;3.796;92
rhssoapp01;/var;16.374;3.385;12.989;79
rhssoapp01;/opt;4.086;447;3.639;89
rhssoapp01;/;8.182;5.122;3.060;37
rhssoapp01;/tmp;3.062;54;3.008;98
rhssoapp01;/var/log/audit;3.062;94;2.968;96
rhssoapp01;/var/log;5.110;2.233;2.877;56
rhssoapp02;/;8.182;5.123;3.059;37
rhssoapp02;/boot;1.014;345;669;66
rhssoapp02;/var;16.374;3.313;13.061;79
rhssoapp02;/home/jboss;40.942;1.532;39.410;96
rhssoapp02;/var/log/audit;3.062;93;2.969;96
rhssoapp02;/tmp;3.062;54;3.008;98
rhssoapp02;/opt;4.086;447;3.639;89
rhssoapp02;/home;4.086;290;3.796;92
rhssoapp02;/var/log;5.110;2.303;2.807;54
